rsn,address,bing_address,neighbourhood,apartment,property_type,year_built,year_registered,units,storeys,property_management_or_landlord,evaluation_completed_on,score,score_percent,score_bucket,score_colour,agi,date_agi_initiated,tdf,tdf_year,reduced_increase_by,eviction_hearing,hearings,geometry,tooltip
4153518,16 St Joseph St,16 Saint Joseph St,Bay Street Corridor,TRUE,Private,1927,2017,37,4,Akelius Canada Ltd,2019-11-27,79,79%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.386301, 43.6663982)",<b>16 St Joseph St</b><br><b>Built</b>: 1927<br><b>Landlord/Management</b>: Akelius Canada Ltd<br><b>Units</b>: 37<br><b>RentSafeTO Evaluation</b>: 79%<br>
4153523,540 Sherbourne St,540 Sherbourne St,North St.James Town,TRUE,Private,1967,2017,95,14,Better Living Homes,2021-04-13,89,89%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.375924, 43.669138)",<b>540 Sherbourne St</b><br><b>Built</b>: 1967<br><b>Landlord/Management</b>: Better Living Homes<br><b>Units</b>: 95<br><b>RentSafeTO Evaluation</b>: 89%<br>
4153524,50 Earl St,50 Earl St,North St.James Town,TRUE,Social Housing,1993,2017,22,4,Homes First Society,2020-11-18,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3757298, 43.6688657)",<b>50 Earl St</b><br><b>Built</b>: 1993<br><b>Landlord/Management</b>: Homes First Society<br><b>Units</b>: 22<br><b>RentSafeTO Evaluation</b>: 84%<br>
4153525,40 Earl St,40 Earl St,North St.James Town,TRUE,Private,1929,2017,39,5,Esther And Kenneth Sewchand,2020-11-18,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,2,"c(-79.3759521, 43.6688179)",<b>40 Earl St</b><br><b>Built</b>: 1929<br><b>Landlord/Management</b>: Esther And Kenneth Sewchand<br><b>Units</b>: 39<br><b>RentSafeTO Evaluation</b>: 80%<br><b>Eviction Hearings</b>: 2<br>
4154054,8 Park Vista,8 Park Vista,O'Connor-Parkview,TRUE,Private,1971,2017,56,8,Capreit,2019-12-05,89,89%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2974877, 43.6985503)",<b>8 Park Vista</b><br><b>Built</b>: 1971<br><b>Landlord/Management</b>: Capreit<br><b>Units</b>: 56<br><b>RentSafeTO Evaluation</b>: 89%<br>
4154070,189 Cedarvale Ave,189 Cedarvale Ave,Woodbine-Lumsden,TRUE,Private,1950,2017,78,6,Greenwin Corp.,2019-12-05,94,94%,81% to 100%,#e7e1ef,TRUE,2018-02-02,FALSE,NA,NA,TRUE,3,"c(-79.3119399, 43.6893992)",<b>189 Cedarvale Ave</b><br><b>Built</b>: 1950<br><b>Landlord/Management</b>: Greenwin Corp.<br><b>Units</b>: 78<br><b>RentSafeTO Evaluation</b>: 94%<br><b>Eviction Hearings</b>: 3<br><b>AGI Application</b>: 2018-02-02<br>
4154071,1017 Woodbine Ave,1017 Woodbine Ave,Woodbine-Lumsden,TRUE,Private,1970,2017,59,6,Imperra General Managment,2019-12-05,88,88%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3130877, 43.6871499)",<b>1017 Woodbine Ave</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: Imperra General Managment<br><b>Units</b>: 59<br><b>RentSafeTO Evaluation</b>: 88%<br>
4152921,494 Runnymede Rd,494 Runnymede Rd,Runnymede-Bloor West Village,TRUE,Private,1975,2017,36,3,NA,2020-12-09,77,77%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4801032, 43.6595784)",<b>494 Runnymede Rd</b><br><b>Built</b>: 1975<br><b>Units</b>: 36<br><b>RentSafeTO Evaluation</b>: 77%<br>
4153528,89 Isabella St,89 Isabella St,Church-Yonge Corridor,TRUE,Private,1959,2017,76,13,Signet Group Inc,2019-12-03,79,79%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3806624, 43.6683934)",<b>89 Isabella St</b><br><b>Built</b>: 1959<br><b>Landlord/Management</b>: Signet Group Inc<br><b>Units</b>: 76<br><b>RentSafeTO Evaluation</b>: 79%<br>
4153537,25 St Mary St,25 St Mary St,Bay Street Corridor,TRUE,Private,1965,2017,260,25,Microbjo Properties,2019-11-27,82,82%,81% to 100%,#e7e1ef,TRUE,2018-08-13,FALSE,NA,NA,TRUE,3,"c(-79.387158, 43.667344)",<b>25 St Mary St</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Microbjo Properties<br><b>Units</b>: 260<br><b>RentSafeTO Evaluation</b>: 82%<br><b>Eviction Hearings</b>: 3<br><b>AGI Application</b>: 2018-08-13<br>
4154081,1501 Woodbine Ave,1501 Woodbine Ave,Woodbine-Lumsden,TRUE,Private,1968,2017,304,20,Metcap Living Management Inc,2019-12-04,78,78%,61% to 80%,#c994c7,TRUE,2020-06-29,FALSE,NA,NA,TRUE,3,"c(-79.318037, 43.699899)",<b>1501 Woodbine Ave</b><br><b>Built</b>: 1968<br><b>Landlord/Management</b>: Metcap Living Management Inc<br><b>Units</b>: 304<br><b>RentSafeTO Evaluation</b>: 78%<br><b>Eviction Hearings</b>: 3<br><b>AGI Application</b>: 2020-06-29<br>
4154084,470 Mortimer Ave,470 Mortimer Ave,Danforth East York,TRUE,Private,1957,2017,42,4,Mortimer Rentals Inc,2019-12-04,86,86%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3320467, 43.6897656)",<b>470 Mortimer Ave</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: Mortimer Rentals Inc<br><b>Units</b>: 42<br><b>RentSafeTO Evaluation</b>: 86%<br>
4154085,270 Donlands Ave,270 Donlands Ave,Danforth East York,TRUE,Social Housing,2012,2017,44,8,Woodgreen Community Services,2019-12-04,94,94%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3416202, 43.6901071)",<b>270 Donlands Ave</b><br><b>Built</b>: 2012<br><b>Landlord/Management</b>: Woodgreen Community Services<br><b>Units</b>: 44<br><b>RentSafeTO Evaluation</b>: 94%<br><b>Eviction Hearings</b>: 1<br>
4154089,149 Cosburn Ave,149 Cosburn Ave,Danforth East York,TRUE,Private,1958,2017,29,4,NA,2020-11-26,85,85%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3460269, 43.6896843)",<b>149 Cosburn Ave</b><br><b>Built</b>: 1958<br><b>Units</b>: 29<br><b>RentSafeTO Evaluation</b>: 85%<br>
4154098,240 Cosburn Ave,240 Cosburn Ave,Old East York,TRUE,Private,1959,2017,38,6,M&R Property Management,2019-12-04,87,87%,81% to 100%,#e7e1ef,TRUE,2018-04-11,FALSE,NA,NA,FALSE,NA,"c(-79.3433886, 43.6907793)",<b>240 Cosburn Ave</b><br><b>Built</b>: 1959<br><b>Landlord/Management</b>: M&R Property Management<br><b>Units</b>: 38<br><b>RentSafeTO Evaluation</b>: 87%<br><b>AGI Application</b>: 2018-04-11<br>
4152924,77 Rankin Cres,77 Rankin Crescent,Dovercourt-Wallace Emerson-Junction,TRUE,TCHC,1992,2017,121,7,NA,2021-05-05,73,73%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4460542, 43.6583508)",<b>77 Rankin Cres</b><br><b>Built</b>: 1992<br><b>Units</b>: 121<br><b>RentSafeTO Evaluation</b>: 73%<br>
4152939,1950 Bloor St W,1950 Bloor St W,High Park North,TRUE,Private,1940,2017,16,4,NA,2019-10-31,68,68%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4674892, 43.6533304)",<b>1950 Bloor St W</b><br><b>Built</b>: 1940<br><b>Units</b>: 16<br><b>RentSafeTO Evaluation</b>: 68%<br>
4153560,31 Princess St,31 Princess St,Waterfront Communities-The Island,TRUE,Social Housing,1994,2017,82,10,Kral Property Management Inc.,2019-11-26,82,82%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.366161, 43.650156)",<b>31 Princess St</b><br><b>Built</b>: 1994<br><b>Landlord/Management</b>: Kral Property Management Inc.<br><b>Units</b>: 82<br><b>RentSafeTO Evaluation</b>: 82%<br>
4153566,540 Queen St E,540 Queen St E,Regent Park,TRUE,TCHC,1984,2017,44,6,TCH,2021-04-22,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3576521, 43.6573528)",<b>540 Queen St E</b><br><b>Built</b>: 1984<br><b>Landlord/Management</b>: TCH<br><b>Units</b>: 44<br><b>RentSafeTO Evaluation</b>: 81%<br>
4152960,59 Spencer Ave,59 Spencer Ave,South Parkdale,TRUE,Private,1939,2017,19,3,NA,2020-12-09,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.429585, 43.6363078)",<b>59 Spencer Ave</b><br><b>Built</b>: 1939<br><b>Units</b>: 19<br><b>RentSafeTO Evaluation</b>: 75%<br>
4152967,118 Tyndall Ave,118 Tyndall Ave,South Parkdale,TRUE,Private,1965,2017,93,10,Metcap Living Management Inc,2019-11-04,91,91%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.4292151, 43.6373804)",<b>118 Tyndall Ave</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Metcap Living Management Inc<br><b>Units</b>: 93<br><b>RentSafeTO Evaluation</b>: 91%<br><b>Eviction Hearings</b>: 1<br>
4152970,102 Tyndall Ave,102 Tyndall Ave,South Parkdale,TRUE,TCHC,1992,2017,54,7,NA,2021-04-16,79,79%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4289791, 43.6366923)",<b>102 Tyndall Ave</b><br><b>Built</b>: 1992<br><b>Units</b>: 54<br><b>RentSafeTO Evaluation</b>: 79%<br>
4152974,40 Tyndall Ave,40 Tyndall Ave,South Parkdale,TRUE,Private,1965,2017,65,7,Metcap Living Management Inc,2019-11-04,82,82%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4284962, 43.6356245)",<b>40 Tyndall Ave</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Metcap Living Management Inc<br><b>Units</b>: 65<br><b>RentSafeTO Evaluation</b>: 82%<br>
4153595,666 Ontario St,666 Ontario St,North St.James Town,TRUE,Private,1965,2017,231,19,Greenwin Corp.,2020-11-30,80,80%,61% to 80%,#c994c7,TRUE,"2017-04-20, 2016-05-02",TRUE,2018,0.41%,TRUE,3,"c(-79.373287, 43.669494)","<b>666 Ontario St</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Greenwin Corp.<br><b>Units</b>: 231<br><b>RentSafeTO Evaluation</b>: 80%<br><b>Eviction Hearings</b>: 3<br><b>AGI Application</b>: 2017-04-20, 2016-05-02<br><b>Tenant Defence Fund Received</b>: 2018<br><b>TDF Reduced Increase By</b>: 0.41%<br>"
4153598,77 Howard St,77 Howard St,North St.James Town,TRUE,Private,1969,2017,381,24,Parwell Investments,2019-12-03,79,79%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,4,"c(-79.372552, 43.670874)",<b>77 Howard St</b><br><b>Built</b>: 1969<br><b>Landlord/Management</b>: Parwell Investments<br><b>Units</b>: 381<br><b>RentSafeTO Evaluation</b>: 79%<br><b>Eviction Hearings</b>: 4<br>
4153601,650 Parliament St,650 Parliament St,North St.James Town,TRUE,Private,1969,2017,568,22,Medallion,2021-04-28,61,61%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,2,"c(-79.3706625, 43.6696138)",<b>650 Parliament St</b><br><b>Built</b>: 1969<br><b>Landlord/Management</b>: Medallion<br><b>Units</b>: 568<br><b>RentSafeTO Evaluation</b>: 61%<br><b>Eviction Hearings</b>: 2<br>
4153605,9 Tennis Cres,9 Tennis Crescent,North Riverdale,TRUE,Private,1931,2017,54,4,NA,2019-12-10,74,74%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3542464, 43.6726071)",<b>9 Tennis Cres</b><br><b>Built</b>: 1931<br><b>Units</b>: 54<br><b>RentSafeTO Evaluation</b>: 74%<br>
4153610,33 Eastmount Ave,33 Eastmount Ave,Playter Estates-Danforth,TRUE,Private,1965,2017,200,24,Capreit,2019-12-04,83,83%,81% to 100%,#e7e1ef,TRUE,2018-02-20,TRUE,2018,0.47%,FALSE,NA,"c(-79.361244, 43.679012)",<b>33 Eastmount Ave</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Capreit<br><b>Units</b>: 200<br><b>RentSafeTO Evaluation</b>: 83%<br><b>AGI Application</b>: 2018-02-20<br><b>Tenant Defence Fund Received</b>: 2018<br><b>TDF Reduced Increase By</b>: 0.47%<br>
4153613,812 Broadview Ave,812 Broadview Ave,Playter Estates-Danforth,TRUE,Private,1950,2017,24,3,Trivest,2021-04-28,60,60%,60% and under,#dd1c77,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3588161, 43.6778655)",<b>812 Broadview Ave</b><br><b>Built</b>: 1950<br><b>Landlord/Management</b>: Trivest<br><b>Units</b>: 24<br><b>RentSafeTO Evaluation</b>: 60%<br><b>Eviction Hearings</b>: 1<br>
4153614,778 Broadview Ave,778 Broadview Ave,Playter Estates-Danforth,TRUE,Private,1929,2019,39,3,NA,2020-11-17,95,95%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.359163, 43.67688)",<b>778 Broadview Ave</b><br><b>Built</b>: 1929<br><b>Units</b>: 39<br><b>RentSafeTO Evaluation</b>: 95%<br>
4152992,100 Jameson Ave,100 Jameson Ave,South Parkdale,TRUE,Private,1960,2018,80,10,Oz Property Management Ltd,2021-04-27,60,60%,60% and under,#dd1c77,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4356546, 43.6351213)",<b>100 Jameson Ave</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Oz Property Management Ltd<br><b>Units</b>: 80<br><b>RentSafeTO Evaluation</b>: 60%<br>
4152997,115 Dowling Ave,115 Dowling Ave,South Parkdale,TRUE,Private,1965,2018,70,9,Metcap Living Management Inc,2021-04-28,82,82%,81% to 100%,#e7e1ef,TRUE,2021-01-05,FALSE,NA,NA,TRUE,1,"c(-79.4380629, 43.6363548)",<b>115 Dowling Ave</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Metcap Living Management Inc<br><b>Units</b>: 70<br><b>RentSafeTO Evaluation</b>: 82%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2021-01-05<br>
4153005,1609 Queen St W,1609 Queen St W,South Parkdale,TRUE,Private,1900,2017,41,3,Pergos Developments,2021-04-19,61,61%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4444437, 43.638741)",<b>1609 Queen St W</b><br><b>Built</b>: 1900<br><b>Landlord/Management</b>: Pergos Developments<br><b>Units</b>: 41<br><b>RentSafeTO Evaluation</b>: 61%<br>
4153010,194 Dowling Ave,194 Dowling Ave,South Parkdale,TRUE,Social Housing,2010,2017,29,4,The Silver Brush (Tsb),2020-11-05,69,69%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4400095, 43.6397782)",<b>194 Dowling Ave</b><br><b>Built</b>: 2010<br><b>Landlord/Management</b>: The Silver Brush (Tsb)<br><b>Units</b>: 29<br><b>RentSafeTO Evaluation</b>: 69%<br>
4153013,146 Dowling Ave,146 Dowling Ave,South Parkdale,TRUE,Private,1973,2017,68,7,NA,2020-10-29,63,63%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4394011, 43.6375495)",<b>146 Dowling Ave</b><br><b>Built</b>: 1973<br><b>Units</b>: 68<br><b>RentSafeTO Evaluation</b>: 63%<br>
4153021,1430 King St W,1430 King St W,South Parkdale,TRUE,Private,1967,2017,77,7,1173283 Ontario Limited,2020-11-05,66,66%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.436459, 43.637378)",<b>1430 King St W</b><br><b>Built</b>: 1967<br><b>Landlord/Management</b>: 1173283 Ontario Limited<br><b>Units</b>: 77<br><b>RentSafeTO Evaluation</b>: 66%<br>
4153034,177 Jameson Ave,177 Jameson Ave,South Parkdale,TRUE,Private,1957,2017,73,7,Minto Properties Inc,2020-11-18,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4361711, 43.6386008)",<b>177 Jameson Ave</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: Minto Properties Inc<br><b>Units</b>: 73<br><b>RentSafeTO Evaluation</b>: 81%<br>
4153035,1387 Queen St W,1387 Queen St W,South Parkdale,TRUE,Social Housing,1910,2017,23,4,Ecuhome Corporation,2020-12-08,73,73%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4362259, 43.6404361)",<b>1387 Queen St W</b><br><b>Built</b>: 1910<br><b>Landlord/Management</b>: Ecuhome Corporation<br><b>Units</b>: 23<br><b>RentSafeTO Evaluation</b>: 73%<br>
4153037,250 Dunn Ave,250 Dunn Ave,South Parkdale,TRUE,Social Housing,1992,2017,72,5,Howard & Associates,2019-11-04,88,88%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.434679, 43.639933)",<b>250 Dunn Ave</b><br><b>Built</b>: 1992<br><b>Landlord/Management</b>: Howard & Associates<br><b>Units</b>: 72<br><b>RentSafeTO Evaluation</b>: 88%<br>
4153038,1340 King St W,1340 King St W,South Parkdale,TRUE,Private,1890,2020,16,4,Anchor Property Managers Inc.,2021-04-14,61,61%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4330315, 43.6379561)",<b>1340 King St W</b><br><b>Built</b>: 1890<br><b>Landlord/Management</b>: Anchor Property Managers Inc.<br><b>Units</b>: 16<br><b>RentSafeTO Evaluation</b>: 61%<br>
4153041,1 Elm Grove Ave,1 Elm Grove Ave,South Parkdale,TRUE,Private,1931,2018,12,3,NA,2021-04-13,66,66%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4300893, 43.6385654)",<b>1 Elm Grove Ave</b><br><b>Built</b>: 1931<br><b>Units</b>: 12<br><b>RentSafeTO Evaluation</b>: 66%<br>
4153625,54 Marigold Ave,54 Marigold Ave,South Riverdale,TRUE,Social Housing,1996,2017,29,4,NA,2019-01-24,88,88%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3310753, 43.6619981)",<b>54 Marigold Ave</b><br><b>Built</b>: 1996<br><b>Units</b>: 29<br><b>RentSafeTO Evaluation</b>: 88%<br>
4153638,126 Coxwell Ave,126 Coxwell Ave,Greenwood-Coxwell,TRUE,Social Housing,1989,2017,14,4,Mainstay Housing,2019-12-04,85,85%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3182684, 43.6697413)",<b>126 Coxwell Ave</b><br><b>Built</b>: 1989<br><b>Landlord/Management</b>: Mainstay Housing<br><b>Units</b>: 14<br><b>RentSafeTO Evaluation</b>: 85%<br>
4153648,39 Harcourt Ave,39 Harcourt Ave,North Riverdale,TRUE,TCHC,1989,2017,15,3,TCH,2019-12-04,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3445045, 43.6771477)",<b>39 Harcourt Ave</b><br><b>Built</b>: 1989<br><b>Landlord/Management</b>: TCH<br><b>Units</b>: 15<br><b>RentSafeTO Evaluation</b>: 80%<br>
4153044,300 Dufferin St,300 Dufferin St,South Parkdale,TRUE,TCHC,1980,2017,114,7,Toronto Community Housing,2021-04-14,82,82%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,2,"c(-79.4281853, 43.6395536)",<b>300 Dufferin St</b><br><b>Built</b>: 1980<br><b>Landlord/Management</b>: Toronto Community Housing<br><b>Units</b>: 114<br><b>RentSafeTO Evaluation</b>: 82%<br><b>Eviction Hearings</b>: 2<br>
4153049,246 Roncesvalles Ave,246 Roncesvalles Ave,High Park-Swansea,TRUE,Private,1969,2017,22,3,La Valette Property Management,2021-04-29,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4494276, 43.6460838)",<b>246 Roncesvalles Ave</b><br><b>Built</b>: 1969<br><b>Landlord/Management</b>: La Valette Property Management<br><b>Units</b>: 22<br><b>RentSafeTO Evaluation</b>: 76%<br>
4153063,20 West Lodge Ave,20 W Lodge Ave,Roncesvalles,TRUE,TCHC,1959,2017,299,11,Toronto Community Housing,2021-04-22,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,4,"c(-79.4363566, 43.642192)",<b>20 West Lodge Ave</b><br><b>Built</b>: 1959<br><b>Landlord/Management</b>: Toronto Community Housing<br><b>Units</b>: 299<br><b>RentSafeTO Evaluation</b>: 80%<br><b>Eviction Hearings</b>: 4<br>
4153657,570 Coxwell Ave,570 Coxwell Ave,Greenwood-Coxwell,TRUE,Social Housing,1990,2017,11,3,NA,2020-11-19,83,83%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3224954, 43.6799346)",<b>570 Coxwell Ave</b><br><b>Built</b>: 1990<br><b>Units</b>: 11<br><b>RentSafeTO Evaluation</b>: 83%<br>
4153660,5 Donlands Ave,5 Donlands Ave,Danforth,TRUE,Private,1930,2017,24,4,NA,2020-11-18,77,77%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3371944, 43.6807305)",<b>5 Donlands Ave</b><br><b>Built</b>: 1930<br><b>Units</b>: 24<br><b>RentSafeTO Evaluation</b>: 77%<br><b>Eviction Hearings</b>: 1<br>
4153683,98 Elmer Ave,98 Elmer Ave,The Beaches,TRUE,TCHC,1955,2017,36,4,TCH,2021-04-22,69,69%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3051566, 43.6723465)",<b>98 Elmer Ave</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: TCH<br><b>Units</b>: 36<br><b>RentSafeTO Evaluation</b>: 69%<br>
4153095,220 Delaware Ave,220 Delaware Ave,Dovercourt-Wallace Emerson-Junction,TRUE,Private,1930,2017,16,4,Imtradex Corp,2019-03-06,83,83%,81% to 100%,#e7e1ef,TRUE,2018-12-11,FALSE,NA,NA,FALSE,NA,"c(-79.4285544, 43.6621223)",<b>220 Delaware Ave</b><br><b>Built</b>: 1930<br><b>Landlord/Management</b>: Imtradex Corp<br><b>Units</b>: 16<br><b>RentSafeTO Evaluation</b>: 83%<br><b>AGI Application</b>: 2018-12-11<br>
4153106,223 Osler St,223 Osler St,Weston-Pellam Park,TRUE,Social Housing,1992,2017,13,4,Mainstay Housing,2021-05-05,64,64%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4589792, 43.6697708)",<b>223 Osler St</b><br><b>Built</b>: 1992<br><b>Landlord/Management</b>: Mainstay Housing<br><b>Units</b>: 13<br><b>RentSafeTO Evaluation</b>: 64%<br>
4153120,25 Bishop Tutu Blvd,25 Bishop Tutu Blvd,Niagara,TRUE,TCHC,1987,2017,119,10,Toronto Community Housing,2021-04-09,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.399859, 43.6357344)",<b>25 Bishop Tutu Blvd</b><br><b>Built</b>: 1987<br><b>Landlord/Management</b>: Toronto Community Housing<br><b>Units</b>: 119<br><b>RentSafeTO Evaluation</b>: 84%<br><b>Eviction Hearings</b>: 1<br>
4153689,485 Kingston Rd,485 Kingston Rd,The Beaches,TRUE,Private,1965,2017,115,9,The Brown Group Of Companies,2019-12-05,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3030877, 43.6770078)",<b>485 Kingston Rd</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: The Brown Group Of Companies<br><b>Units</b>: 115<br><b>RentSafeTO Evaluation</b>: 81%<br><b>Eviction Hearings</b>: 1<br>
4153692,419 Woodbine Ave,419 Woodbine Ave,The Beaches,TRUE,Private,1960,2017,11,3,NA,2020-11-26,71,71%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3071207, 43.6737491)",<b>419 Woodbine Ave</b><br><b>Built</b>: 1960<br><b>Units</b>: 11<br><b>RentSafeTO Evaluation</b>: 71%<br>
4153699,1691 Gerrard St E,1691 Gerrard St E,Woodbine Corridor,TRUE,Private,1958,2017,66,7,NA,2020-11-26,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3175236, 43.675721)",<b>1691 Gerrard St E</b><br><b>Built</b>: 1958<br><b>Units</b>: 66<br><b>RentSafeTO Evaluation</b>: 76%<br>
4153704,7 Coatsworth Cres,7 Coatsworth Crescent,Woodbine Corridor,TRUE,TCHC,1993,2017,48,6,NA,2019-12-05,96,96%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3217052, 43.6797343)",<b>7 Coatsworth Cres</b><br><b>Built</b>: 1993<br><b>Units</b>: 48<br><b>RentSafeTO Evaluation</b>: 96%<br>
4153711,600 Kingston Rd,600 Kingston Rd,East End-Danforth,TRUE,Private,1957,2017,68,8,Timbercreek/Hazelview,2019-12-05,75,75%,61% to 80%,#c994c7,TRUE,2017-03-13,FALSE,NA,NA,FALSE,NA,"c(-79.2997068, 43.6788182)",<b>600 Kingston Rd</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: Timbercreek/Hazelview<br><b>Units</b>: 68<br><b>RentSafeTO Evaluation</b>: 75%<br><b>AGI Application</b>: 2017-03-13<br>
4153148,1289 Dundas St W,1289 Dundas St W,Little Portugal,TRUE,Social Housing,1986,2017,149,7,NA,2019-11-28,92,92%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4254176, 43.6492228)",<b>1289 Dundas St W</b><br><b>Built</b>: 1986<br><b>Units</b>: 149<br><b>RentSafeTO Evaluation</b>: 92%<br>
4153152,410 Dovercourt Rd,410 Dovercourt Rd,Trinity-Bellwoods,TRUE,Private,1930,2017,13,3,NA,2019-11-28,87,87%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.425888, 43.652937)",<b>410 Dovercourt Rd</b><br><b>Built</b>: 1930<br><b>Units</b>: 13<br><b>RentSafeTO Evaluation</b>: 87%<br>
4153165,1019 Bloor St W,1019 Bloor St W,Dufferin Grove,TRUE,Private,1928,2017,26,3,Donros Developments Limited,2019-02-28,60,60%,60% and under,#dd1c77,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.430861, 43.660727)",<b>1019 Bloor St W</b><br><b>Built</b>: 1928<br><b>Landlord/Management</b>: Donros Developments Limited<br><b>Units</b>: 26<br><b>RentSafeTO Evaluation</b>: 60%<br>
